"meeting_key","broadcast_name","driver_number","session_key","Team Name","Circuit Name","year","Adjusted Lap Time","Adjusted Lap Time Ratio","Lap Time Difference (ms)","Cluster Name"
1207,"S PEREZ",11,9064,"Red Bull Racing","Baku",2023,100051.62541271579,-0.003916318256600215,-393.37458728420864,"The modern 'Tilke' tracks"
1207,"F ALONSO",14,9064,"Aston Martin","Baku",2023,99922.38863205435,-0.005202960505208298,-522.6113679456475,"The modern 'Tilke' tracks"
1207,"C LECLERC",16,9064,"Ferrari","Baku",2023,99806.33452816332,-0.006358360016294307,-638.6654718366816,"The modern 'Tilke' tracks"
1207,"L STROLL",18,9064,"Aston Martin","Baku",2023,100711.71637657384,0.0026553474694990253,266.7163765738296,"The modern 'Tilke' tracks"
1207,"K MAGNUSSEN",20,9064,"Haas F1 Team","Baku",2023,102161.30090143884,0.017086971989037192,1716.3009014388408,"The modern 'Tilke' tracks"
1207,"Y TSUNODA",22,9064,"Racing Bulls","Baku",2023,100367.06471061551,-0.0007759001382298125,-77.93528938449352,"The modern 'Tilke' tracks"
1207,"A ALBON",23,9064,"Williams","Baku",2023,100421.82799336218,-0.00023069348039039816,-23.172006637813542,"The modern 'Tilke' tracks"
1207,"G ZHOU",24,9064,"Kick Sauber","Baku",2023,101485.8610806823,0.010362497692093076,1040.861080682289,"The modern 'Tilke' tracks"
1207,"N HULKENBERG",27,9064,"Haas F1 Team","Baku",2023,102331.31095411346,0.01877954058552911,1886.3109541134713,"The modern 'Tilke' tracks"
1207,"E OCON",31,9064,"Alpine","Baku",2023,100431.94256883857,-0.00012999583017003769,-13.057431161429434,"The modern 'Tilke' tracks"
1207,"L HAMILTON",44,9064,"Mercedes","Baku",2023,100382.97972525538,-0.0006174550723740957,-62.02027474461604,"The modern 'Tilke' tracks"
1207,"C SAINZ",55,9064,"Ferrari","Baku",2023,100373.70390459402,-0.0007098023336750137,-71.29609540598675,"The modern 'Tilke' tracks"
1207,"G RUSSELL",63,9064,"Mercedes","Baku",2023,101206.46602324763,0.00758092511571129,761.4660232476206,"The modern 'Tilke' tracks"
1207,"V BOTTAS",77,9064,"Kick Sauber","Baku",2023,100368.17107822315,-0.0007648854773940617,-76.82892177684653,"The modern 'Tilke' tracks"
1207,"O PIASTRI",81,9064,"McLaren","Baku",2023,101878.23896910112,0.014268893116642145,1433.2389691011203,"The modern 'Tilke' tracks"
1207,"M VERSTAPPEN",1,9278,"Red Bull Racing","Baku",2023,101620.60618373349,-0.0007511904605496111,-76.39381626651381,"The modern 'Tilke' tracks"
1207,"L SARGEANT",2,9278,"Williams","Baku",2023,103138.64016523234,0.014175837686778658,1441.6401652323293,"The modern 'Tilke' tracks"
1207,"L NORRIS",4,9278,"McLaren","Baku",2023,103041.24621640069,0.013218150155861919,1344.2462164006895,"The modern 'Tilke' tracks"
1207,"P GASLY",10,9278,"Alpine","Baku",2023,105122.35087131264,0.033681926421749164,3425.350871312625,"The modern 'Tilke' tracks"
1207,"S PEREZ",11,9278,"Red Bull Racing","Baku",2023,101357.94865453332,-0.0033339365513896935,-339.0513454666777,"The modern 'Tilke' tracks"
1207,"F ALONSO",14,9278,"Aston Martin","Baku",2023,101475.42299580305,-0.0021787958759545978,-221.57700419695473,"The modern 'Tilke' tracks"
1207,"C LECLERC",16,9278,"Ferrari","Baku",2023,101050.37386142292,-0.006358360016294307,-646.6261385770821,"The modern 'Tilke' tracks"
1207,"L STROLL",18,9278,"Aston Martin","Baku",2023,102051.89831483414,0.0034897618890836757,354.8983148341426,"The modern 'Tilke' tracks"
1207,"K MAGNUSSEN",20,9278,"Haas F1 Team","Baku",2023,103030.02278909416,0.01310778871642393,1333.0227890941644,"The modern 'Tilke' tracks"
1207,"N DE VRIES",21,9278,"Racing Bulls","Baku",2023,106408.48566606936,0.04632865931216612,4711.485666069358,"The modern 'Tilke' tracks"
1207,"Y TSUNODA",22,9278,"Racing Bulls","Baku",2023,103709.42036132085,0.019788394557566535,2012.420361320844,"The modern 'Tilke' tracks"
1207,"A ALBON",23,9278,"Williams","Baku",2023,101305.16041380024,-0.003853010277586888,-391.83958619975374,"The modern 'Tilke' tracks"
1207,"G ZHOU",24,9278,"Kick Sauber","Baku",2023,103846.4067201717,0.02113539947266574,2149.4067201716875,"The modern 'Tilke' tracks"
1207,"N HULKENBERG",27,9278,"Haas F1 Team","Baku",2023,103134.1907982474,0.0141320864749932,1437.1907982473833,"The modern 'Tilke' tracks"
1207,"E OCON",31,9278,"Alpine","Baku",2023,102647.40365722428,0.009345444381095636,950.4036572242828,"The modern 'Tilke' tracks"
1207,"L HAMILTON",44,9278,"Mercedes","Baku",2023,101751.15756252203,0.0005325384477616879,54.15756252202038,"The modern 'Tilke' tracks"
1207,"C SAINZ",55,9278,"Ferrari","Baku",2023,101636.62242901331,-0.0005937006105065645,-60.377570986686095,"The modern 'Tilke' tracks"
1207,"G RUSSELL",63,9278,"Mercedes","Baku",2023,102030.94447340614,0.0032837200055668703,333.944473406134,"The modern 'Tilke' tracks"
1207,"V BOTTAS",77,9278,"Kick Sauber","Baku",2023,103019.14010417831,0.013000777841807531,1322.1401041783006,"The modern 'Tilke' tracks"
1207,"O PIASTRI",81,9278,"McLaren","Baku",2023,103749.8136138557,0.020185586731719773,2052.8136138557056,"The modern 'Tilke' tracks"
1208,"M VERSTAPPEN",1,9074,"Red Bull Racing","Miami",2023,87974.35364392452,0.013050905032467641,1133.3536439245224,"The modern 'Tilke' tracks"
1208,"L SARGEANT",2,9074,"Williams","Miami",2023,87715.20412116508,0.010066721032289783,874.204121165077,"The modern 'Tilke' tracks"
1208,"L NORRIS",4,9074,"McLaren","Miami",2023,89325.33469576311,0.028607854536026878,2484.33469576311,"The modern 'Tilke' tracks"
1208,"P GASLY",10,9074,"Alpine","Miami",2023,86285.03420808642,-0.006402111812549127,-555.9657919135788,"The modern 'Tilke' tracks"
1208,"S PEREZ",11,9074,"Red Bull Racing","Miami",2023,86399.40338360681,-0.0050851166660124125,-441.5966163931839,"The modern 'Tilke' tracks"
1208,"F ALONSO",14,9074,"Aston Martin","Miami",2023,85931.28336777519,-0.010475658182480752,-909.716632224811,"The modern 'Tilke' tracks"
1208,"C LECLERC",16,9074,"Ferrari","Miami",2023,86957.55448153403,0.0013421595966653932,116.55448153401942,"The modern 'Tilke' tracks"
1208,"L STROLL",18,9074,"Aston Martin","Miami",2023,90571.66332900146,0.04295970024529261,3730.6633290014556,"The modern 'Tilke' tracks"
1208,"K MAGNUSSEN",20,9074,"Haas F1 Team","Miami",2023,86250.12886181517,-0.006804057279220954,-590.8711381848269,"The modern 'Tilke' tracks"
1208,"N DE VRIES",21,9074,"Racing Bulls","Miami",2023,87890.77304682901,0.012088449543752544,1049.7730468290147,"The modern 'Tilke' tracks"
1208,"Y TSUNODA",22,9074,"Racing Bulls","Miami",2023,88641.2784504453,0.020730742972159488,1800.278450445302,"The modern 'Tilke' tracks"
1208,"A ALBON",23,9074,"Williams","Miami",2023,89381.64659620733,0.0292563028547268,2540.6465962073303,"The modern 'Tilke' tracks"
1208,"G ZHOU",24,9074,"Kick Sauber","Miami",2023,86742.71832733451,-0.0011317427559043303,-98.28167266548795,"The modern 'Tilke' tracks"
1208,"N HULKENBERG",27,9074,"Haas F1 Team","Miami",2023,86383.77838299291,-0.005265043205480047,-457.22161700709273,"The modern 'Tilke' tracks"
1208,"E OCON",31,9074,"Alpine","Miami",2023,86174.94918506105,-0.007669773666113322,-666.050814938947,"The modern 'Tilke' tracks"
1208,"L HAMILTON",44,9074,"Mercedes","Miami",2023,87646.72236703066,0.009278133220836482,805.722367030661,"The modern 'Tilke' tracks"
1208,"C SAINZ",55,9074,"Ferrari","Miami",2023,86593.88164129999,-0.002845641559862444,-247.1183587000145,"The modern 'Tilke' tracks"
1208,"G RUSSELL",63,9074,"Mercedes","Miami",2023,87114.92880591759,0.003154371851056492,273.92880591759683,"The modern 'Tilke' tracks"
1208,"V BOTTAS",77,9074,"Kick Sauber","Miami",2023,87971.88397308355,0.013022466036590297,1130.883973083538,"The modern 'Tilke' tracks"
1208,"O PIASTRI",81,9074,"McLaren","Miami",2023,89191.79316094036,0.027070083957351443,2350.7931609403568,"The modern 'Tilke' tracks"
1210,"M VERSTAPPEN",1,9090,"Red Bull Racing","Monte Carlo",2023,72666.59324894779,0.013396274355671478,960.593248947779,"The slowest track"
1210,"L SARGEANT",2,9090,"Williams","Monte Carlo",2023,74662.7148296196,0.04123385532060908,2956.7148296195946,"The slowest track"
1210,"L NORRIS",4,9090,"McLaren","Monte Carlo",2023,72129.37064078952,0.005904256837496513,423.370640789525,"The slowest track"
1210,"P GASLY",10,9090,"Alpine","Monte Carlo",2023,70935.05380998553,-0.01075148788127167,-770.9461900144664,"The slowest track"
1210,"S PEREZ",11,9090,"Red Bull Racing","Monte Carlo",2023,73474.46413421498,0.024662707921442983,1768.4641342149905,"The slowest track"
1210,"F ALONSO",14,9090,"Aston Martin","Monte Carlo",2023,70661.09269477407,-0.01457210422037114,-1044.907305225933,"The slowest track"
1210,"C LECLERC",16,9090,"Ferrari","Monte Carlo",2023,71302.73044359074,-0.005623930443885539,-403.26955640925644,"The slowest track"
1210,"L STROLL",18,9090,"Aston Martin","Monte Carlo",2023,72024.92490253306,0.004447673870151325,318.9249025330709,"The slowest track"
1210,"K MAGNUSSEN",20,9090,"Haas F1 Team","Monte Carlo",2023,73055.18679671563,0.0188155356136952,1349.186796715628,"The slowest track"
1210,"N DE VRIES",21,9090,"Racing Bulls","Monte Carlo",2023,72234.42375539966,0.007369310174876187,528.4237553996719,"The slowest track"
1210,"Y TSUNODA",22,9090,"Racing Bulls","Monte Carlo",2023,71065.87798934965,-0.008927035543055628,-640.1220106503469,"The slowest track"
1210,"A ALBON",23,9090,"Williams","Monte Carlo",2023,71555.82148876843,-0.0020943646449609332,-150.17851123156868,"The slowest track"
1210,"G ZHOU",24,9090,"Kick Sauber","Monte Carlo",2023,73188.6491024122,0.020676778824815223,1482.6491024122004,"The slowest track"
1210,"N HULKENBERG",27,9090,"Haas F1 Team","Monte Carlo",2023,73095.47819648244,0.019377432801752192,1389.4781964824426,"The slowest track"
1210,"E OCON",31,9090,"Alpine","Monte Carlo",2023,70997.9595374286,-0.009874215024843092,-708.0404625713987,"The slowest track"
1210,"L HAMILTON",44,9090,"Mercedes","Monte Carlo",2023,71773.27985910533,0.0009382737721435053,67.27985910532219,"The slowest track"
1210,"C SAINZ",55,9090,"Ferrari","Monte Carlo",2023,71278.88304423113,-0.005956502325731083,-427.1169557688731,"The slowest track"
1210,"G RUSSELL",63,9090,"Mercedes","Monte Carlo",2023,71399.23849242691,-0.004278045178549683,-306.7615075730836,"The slowest track"
1210,"V BOTTAS",77,9090,"Kick Sauber","Monte Carlo",2023,71143.95111891082,-0.00783824060872429,-562.0488810891839,"The slowest track"
1210,"O PIASTRI",81,9090,"McLaren","Monte Carlo",2023,72147.30905591497,0.006154423003862597,441.3090559149714,"The slowest track"
1211,"M VERSTAPPEN",1,9098,"Red Bull Racing","Catalunya",2023,71904.48844831395,-0.0050851166660125235,-367.5115516860571,"The natural 'hilly' tracks"
1211,"L NORRIS",4,9098,"McLaren","Catalunya",2023,73292.3778880891,0.014118578261139936,1020.3778880891055,"The natural 'hilly' tracks"
1211,"P GASLY",10,9098,"Alpine","Catalunya",2023,72278.6808320899,0.00009244011636466709,6.68083208990722,"The natural 'hilly' tracks"
1211,"S PEREZ",11,9098,"Red Bull Racing","Catalunya",2023,73239.66422174816,0.01338919943751593,967.6642217481514,"The natural 'hilly' tracks"
1211,"F ALONSO",14,9098,"Aston Martin","Catalunya",2023,72210.18534693964,-0.0008553056932194547,-61.814653060356434,"The natural 'hilly' tracks"
1211,"C LECLERC",16,9098,"Ferrari","Catalunya",2023,76130.83517227156,0.0533932252085394,3858.8351722715593,"The natural 'hilly' tracks"
1211,"L STROLL",18,9098,"Aston Martin","Catalunya",2023,72322.52412705851,0.0006990830066762044,50.52412705850264,"The natural 'hilly' tracks"
1211,"K MAGNUSSEN",20,9098,"Haas F1 Team","Catalunya",2023,73749.96776342638,0.02045007421167777,1477.9677634263758,"The natural 'hilly' tracks"
1211,"N DE VRIES",21,9098,"Racing Bulls","Catalunya",2023,73160.99792342923,0.012300723979262074,888.9979234292286,"The natural 'hilly' tracks"
1211,"Y TSUNODA",22,9098,"Racing Bulls","Catalunya",2023,73257.39311288453,0.013634507317972888,985.3931128845365,"The natural 'hilly' tracks"
1211,"G ZHOU",24,9098,"Kick Sauber","Catalunya",2023,72231.32756924728,-0.0005627688558876853,-40.672430752714796,"The natural 'hilly' tracks"
1211,"N HULKENBERG",27,9098,"Haas F1 Team","Catalunya",2023,72016.45485638568,-0.0035358803355977075,-255.5451436143175,"The natural 'hilly' tracks"
1211,"E OCON",31,9098,"Alpine","Catalunya",2023,72117.48490551702,-0.0021379662176636005,-154.51509448298373,"The natural 'hilly' tracks"
1211,"L HAMILTON",44,9098,"Mercedes","Catalunya",2023,72426.1159845016,0.0021324438856209493,154.11598450159724,"The natural 'hilly' tracks"
1211,"C SAINZ",55,9098,"Ferrari","Catalunya",2023,73285.04551535823,0.01401712302632041,1013.0455153582287,"The natural 'hilly' tracks"
1211,"G RUSSELL",63,9098,"Mercedes","Catalunya",2023,72870.60015498416,0.008282601214635754,598.6001549841552,"The natural 'hilly' tracks"
1211,"O PIASTRI",81,9098,"McLaren","Catalunya",2023,73519.59781301138,0.017262533387914836,1247.597813011381,"The natural 'hilly' tracks"
1212,"M VERSTAPPEN",1,9106,"Red Bull Racing","Montreal",2023,78749.50284565178,0.0003112460546430551,24.502845651774514,"The flat and short tracks"
1212,"L NORRIS",4,9106,"McLaren","Montreal",2023,79075.5236088084,0.0044525069394525385,350.5236088084011,"The flat and short tracks"
1212,"S PEREZ",11,9106,"Red Bull Racing","Montreal",2023,80547.3140398363,0.023147844265942297,1822.3140398363073,"The flat and short tracks"
1212,"F ALONSO",14,9106,"Aston Martin","Montreal",2023,79349.61045186305,0.007934080049070147,624.6104518630473,"The flat and short tracks"
1212,"C LECLERC",16,9106,"Ferrari","Montreal",2023,79942.44450324906,0.015464522111769519,1217.4445032490553,"The flat and short tracks"
1212,"L STROLL",18,9106,"Aston Martin","Montreal",2023,81472.22213937237,0.03489643873448545,2747.2221393723667,"The flat and short tracks"
1212,"K MAGNUSSEN",20,9106,"Haas F1 Team","Montreal",2023,80266.36463790877,0.01957909987816797,1541.3646379087736,"The flat and short tracks"
1212,"A ALBON",23,9106,"Williams","Montreal",2023,77352.9975517102,-0.01742778594207428,-1372.0024482897977,"The flat and short tracks"
1212,"N HULKENBERG",27,9106,"Haas F1 Team","Montreal",2023,78917.09410425408,0.002440064836507938,192.09410425408743,"The flat and short tracks"
1212,"E OCON",31,9106,"Alpine","Montreal",2023,79466.64309445219,0.009420680780592994,741.6430944521834,"The flat and short tracks"
1212,"L HAMILTON",44,9106,"Mercedes","Montreal",2023,79794.83012328285,0.01358945853646043,1069.8301232828474,"The flat and short tracks"
1212,"C SAINZ",55,9106,"Ferrari","Montreal",2023,79348.24680253881,0.007916758368228693,623.2468025388039,"The flat and short tracks"
1212,"G RUSSELL",63,9106,"Mercedes","Montreal",2023,79469.40421275097,0.009455753734531225,744.4042127509707,"The flat and short tracks"
1212,"V BOTTAS",77,9106,"Kick Sauber","Montreal",2023,80009.19833001721,0.016312458939564456,1284.198330017212,"The flat and short tracks"
1212,"O PIASTRI",81,9106,"McLaren","Montreal",2023,79413.3637603376,0.008743902957606853,688.3637603375995,"The flat and short tracks"
1213,"M VERSTAPPEN",1,9112,"Red Bull Racing","Spielberg",2023,64174.9947196922,-0.0050851166660124125,-328.00528030779867,"The natural 'hilly' tracks"
1213,"L SARGEANT",2,9112,"Williams","Spielberg",2023,66048.50422897376,0.023960191448052948,1545.5042289737594,"The natural 'hilly' tracks"
1213,"L NORRIS",4,9112,"McLaren","Spielberg",2023,64778.606753830085,0.004272774193914808,275.60675383008686,"The natural 'hilly' tracks"
1213,"P GASLY",10,9112,"Alpine","Spielberg",2023,64191.36324768993,-0.004831352841109249,-311.6367523100699,"The natural 'hilly' tracks"
1213,"S PEREZ",11,9112,"Red Bull Racing","Spielberg",2023,65574.83996054312,0.016616900927757028,1071.8399605431116,"The natural 'hilly' tracks"
1213,"F ALONSO",14,9112,"Aston Martin","Spielberg",2023,64429.24668186369,-0.001143409114867655,-73.75331813630835,"The natural 'hilly' tracks"
1213,"C LECLERC",16,9112,"Ferrari","Spielberg",2023,64297.55688170561,-0.003185016484417602,-205.4431182943886,"The natural 'hilly' tracks"
1213,"L STROLL",18,9112,"Aston Martin","Spielberg",2023,64227.233963228864,-0.004275243582021582,-275.7660367711381,"The natural 'hilly' tracks"
1213,"K MAGNUSSEN",20,9112,"Haas F1 Team","Spielberg",2023,64865.222756309005,0.005615595496473169,362.22275630900884,"The natural 'hilly' tracks"
1213,"N DE VRIES",21,9112,"Racing Bulls","Spielberg",2023,65234.952651685955,0.011347575332712578,731.9526516859595,"The natural 'hilly' tracks"
1213,"Y TSUNODA",22,9112,"Racing Bulls","Spielberg",2023,65338.23321181664,0.01294874985375305,835.233211816633,"The natural 'hilly' tracks"
1213,"A ALBON",23,9112,"Williams","Spielberg",2023,64675.85084593484,0.002679733437744636,172.85084593484225,"The natural 'hilly' tracks"
1213,"G ZHOU",24,9112,"Kick Sauber","Spielberg",2023,65025.50287272809,0.008100442967429178,522.5028727280843,"The natural 'hilly' tracks"
1213,"N HULKENBERG",27,9112,"Haas F1 Team","Spielberg",2023,64898.63513660344,0.0061335928034889076,395.635136603445,"The natural 'hilly' tracks"
1213,"E OCON",31,9112,"Alpine","Spielberg",2023,64333.88403642814,-0.002621830977967865,-169.1159635718612,"The natural 'hilly' tracks"
1213,"L HAMILTON",44,9112,"Mercedes","Spielberg",2023,65037.558802395215,0.008287347912425913,534.5588023952087,"The natural 'hilly' tracks"
1213,"C SAINZ",55,9112,"Ferrari","Spielberg",2023,64514.17075922206,0.00017318201048110993,11.170759222063033,"The natural 'hilly' tracks"
1213,"G RUSSELL",63,9112,"Mercedes","Spielberg",2023,65175.46795350476,0.010425374843104462,672.4679535047671,"The natural 'hilly' tracks"
1213,"O PIASTRI",81,9112,"McLaren","Spielberg",2023,65380.54023915051,0.013604642251531018,877.5402391505053,"The natural 'hilly' tracks"
1213,"M VERSTAPPEN",1,9282,"Red Bull Racing","Spielberg",2023,65290.2943039096,0.00431155674372552,280.29430390959607,"The natural 'hilly' tracks"
1213,"L SARGEANT",2,9282,"Williams","Spielberg",2023,67413.29703430022,0.036968113125676494,2403.297034300229,"The natural 'hilly' tracks"
1213,"L NORRIS",4,9282,"McLaren","Spielberg",2023,64787.5759613928,-0.003421381919815336,-222.424038607195,"The natural 'hilly' tracks"
